19654.000000	6585.000000
16712.000000	6027.000000
10716.000000	4266.000000
5214.000000	4338.000000
8051.000000	4871.000000
9663.000000	4574.000000
7367.000000	5537.000000
10473.000000	4564.000000
7268.000000	4010.000000
7208.000000	3654.000000
13947.000000	5170.000000
15685.000000	3848.000000
9500.000000	3655.000000
6917.000000	3591.000000
7147.000000	4833.000000
9471.000000	4246.000000
6343.000000	3523.000000
9728.000000	3559.000000
7427.000000	6559.000000
377094.000000	420593.000000
381088.000000	347390.000000
318118.000000	286125.000000
309371.000000	272410.000000
239119.000000	204811.000000
163463.000000	145589.000000
102496.000000	80127.000000
44013.000000	67131.000000
73518.000000	34752.000000
8079.000000	3399.000000
6246.000000	3247.000000
8255.000000	3278.000000
12091.000000	6834.000000
8871.000000	4214.000000
11807.000000	9088.000000
8611.000000	2761.000000
11978.000000	3525.000000
3852.000000	3161.000000
8916.000000	3537.000000
6930.000000	3411.000000
6527.000000	3113.000000
12168.000000	3073.000000
21165.000000	21428.000000
20500.000000	9231.000000
6694.000000	3555.000000
8477.000000	4053.000000
7382.000000	6135.000000
7535.000000	3267.000000
6650.000000	4026.000000
7724.000000	2924.000000
6638.000000	12989.000000
41175.000000	30674.000000
69152.000000	29615.000000
15160.000000	20810.000000
11196.000000	3660.000000
11050.000000	3839.000000
8217.000000	69844.000000
36610.000000	66063.000000
45497.000000	33711.000000
41746.000000	39323.000000
34882.000000	77524.000000
195101.000000	165542.000000
140146.000000	97922.000000
83944.000000	42964.000000
27967.000000	9723.000000
23473.000000	17578.000000
33895.000000	50748.000000
17828.000000	140609.000000
109707.000000	83954.000000
71411.000000	43905.000000
19929.000000	34678.000000
14242.000000	28890.000000
56181.000000	43345.000000
52242.000000	32765.000000
27580.000000	10732.000000
11731.000000	13810.000000
9744.000000	61241.000000
28426.000000	17607.000000
10201.000000	11773.000000
8817.000000	16037.000000
12352.000000	18513.000000
22924.000000	21716.000000
8456.000000	26541.000000
22917.000000	6526.000000
22056.000000	13272.000000
75690.000000	61373.000000
19467.000000	19182.000000
7419.000000	3619.000000
6008.000000	7486.000000
6299.000000	4288.000000
9156.000000	3260.000000
7378.000000	3355.000000
9662.000000	5062.000000
5915.000000	4544.000000
7159.000000	4442.000000
7207.000000	4455.000000
6884.000000	4472.000000
6128.000000	3708.000000
8062.000000	3255.000000
11186.000000	4565.000000
6541.000000	3952.000000
5849.000000	4101.000000
22747.000000	5336.000000
6710.000000	3518.000000
11127.000000	7151.000000
3789.000000	8435.000000
12062.000000	3422.000000
14379.000000	7251.000000
8576.000000	3056.000000
5902.000000	7197.000000
7821.000000	2750.000000
21510.000000	3263.000000
12847.000000	3758.000000
11842.000000	4544.000000
7087.000000	4689.000000
6362.000000	4529.000000
6025.000000	3589.000000
9238.000000	3031.000000
10992.000000	4407.000000
7687.000000	2960.000000
6222.000000	7440.000000
5803.000000	3114.000000
8735.000000	3374.000000
7425.000000	4571.000000
5030.000000	2951.000000
5354.000000	3173.000000
5959.000000	2868.000000
5028.000000	3006.000000
3917.000000	2856.000000
5793.000000	2835.000000
7952.000000	3086.000000
5116.000000	3590.000000
11730.000000	4962.000000
54837.000000	28904.000000
17571.000000	19209.000000
24971.000000	13287.000000
6245.000000	2945.000000
9136.000000	3284.000000
5692.000000	2978.000000
6591.000000	3379.000000
5626.000000	4238.000000
33799.000000	23930.000000
17613.000000	40257.000000
23513.000000	7533.000000
24801.000000	38094.000000
9188.000000	23919.000000
9478.000000	2736.000000
